period,respondent,respondent-name,type,type-name,value,value-units
2024-05-09T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72269,megawatthours
2024-05-09T15,PJM,"PJM Interconnection, LLC",D,Demand,87457,megawatthours
2024-05-09T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70822,megawatthours
2024-05-09T14,PJM,"PJM Interconnection, LLC",D,Demand,86616,megawatthours
2024-05-09T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69474,megawatthours
2024-05-09T13,PJM,"PJM Interconnection, LLC",D,Demand,85657,megawatthours
2024-05-09T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67076,megawatthours
2024-05-09T12,PJM,"PJM Interconnection, LLC",D,Demand,83090,megawatthours
2024-05-09T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64102,megawatthours
2024-05-09T11,PJM,"PJM Interconnection, LLC",D,Demand,79208,megawatthours
2024-05-09T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62335,megawatthours
2024-05-09T10,PJM,"PJM Interconnection, LLC",D,Demand,75714,megawatthours
2024-05-09T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61344,megawatthours
2024-05-09T09,PJM,"PJM Interconnection, LLC",D,Demand,73458,megawatthours
2024-05-09T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61793,megawatthours
2024-05-09T08,PJM,"PJM Interconnection, LLC",D,Demand,73322,megawatthours
2024-05-09T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62900,megawatthours
2024-05-09T07,PJM,"PJM Interconnection, LLC",D,Demand,74763,megawatthours
2024-05-09T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64544,megawatthours
2024-05-09T06,PJM,"PJM Interconnection, LLC",D,Demand,76387,megawatthours
2024-05-09T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66259,megawatthours
2024-05-09T05,PJM,"PJM Interconnection, LLC",D,Demand,79915,megawatthours
2024-05-09T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69876,megawatthours
2024-05-09T04,PJM,"PJM Interconnection, LLC",D,Demand,84974,megawatthours
2024-05-09T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74186,megawatthours
2024-05-09T03,PJM,"PJM Interconnection, LLC",D,Demand,91841,megawatthours
2024-05-09T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76913,megawatthours
2024-05-09T02,PJM,"PJM Interconnection, LLC",D,Demand,99079,megawatthours
2024-05-09T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77382,megawatthours
2024-05-09T01,PJM,"PJM Interconnection, LLC",D,Demand,102960,megawatthours
2024-05-09T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78531,megawatthours
2024-05-09T00,PJM,"PJM Interconnection, LLC",D,Demand,104860,megawatthours
2024-05-08T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79167,megawatthours
2024-05-08T23,PJM,"PJM Interconnection, LLC",D,Demand,107711,megawatthours
2024-05-08T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79060,megawatthours
2024-05-08T22,PJM,"PJM Interconnection, LLC",D,Demand,109283,megawatthours
2024-05-08T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78424,megawatthours
2024-05-08T21,PJM,"PJM Interconnection, LLC",D,Demand,108383,megawatthours
2024-05-08T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78105,megawatthours
2024-05-08T20,PJM,"PJM Interconnection, LLC",D,Demand,106070,megawatthours
2024-05-08T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77590,megawatthours
2024-05-08T19,PJM,"PJM Interconnection, LLC",D,Demand,103617,megawatthours
2024-05-08T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76285,megawatthours
2024-05-08T18,PJM,"PJM Interconnection, LLC",D,Demand,101239,megawatthours
2024-05-08T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75000,megawatthours
2024-05-08T17,PJM,"PJM Interconnection, LLC",D,Demand,98589,megawatthours
2024-05-08T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73488,megawatthours
2024-05-08T16,PJM,"PJM Interconnection, LLC",D,Demand,95741,megawatthours
2024-05-08T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71755,megawatthours
2024-05-08T15,PJM,"PJM Interconnection, LLC",D,Demand,92701,megawatthours
2024-05-08T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70170,megawatthours
2024-05-08T14,PJM,"PJM Interconnection, LLC",D,Demand,90113,megawatthours
2024-05-08T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69028,megawatthours
2024-05-08T13,PJM,"PJM Interconnection, LLC",D,Demand,88426,megawatthours
2024-05-08T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67521,megawatthours
2024-05-08T12,PJM,"PJM Interconnection, LLC",D,Demand,85855,megawatthours
2024-05-08T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64096,megawatthours
2024-05-08T11,PJM,"PJM Interconnection, LLC",D,Demand,81658,megawatthours
2024-05-08T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61655,megawatthours
2024-05-08T10,PJM,"PJM Interconnection, LLC",D,Demand,76501,megawatthours
2024-05-08T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60838,megawatthours
2024-05-08T09,PJM,"PJM Interconnection, LLC",D,Demand,73486,megawatthours
2024-05-08T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61685,megawatthours
2024-05-08T08,PJM,"PJM Interconnection, LLC",D,Demand,73338,megawatthours
2024-05-08T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62573,megawatthours
2024-05-08T07,PJM,"PJM Interconnection, LLC",D,Demand,74924,megawatthours
2024-05-08T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64076,megawatthours
2024-05-08T06,PJM,"PJM Interconnection, LLC",D,Demand,76785,megawatthours
2024-05-08T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66282,megawatthours
2024-05-08T05,PJM,"PJM Interconnection, LLC",D,Demand,79707,megawatthours
2024-05-08T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69872,megawatthours
2024-05-08T04,PJM,"PJM Interconnection, LLC",D,Demand,84059,megawatthours
2024-05-08T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74137,megawatthours
2024-05-08T03,PJM,"PJM Interconnection, LLC",D,Demand,89247,megawatthours
2024-05-08T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76988,megawatthours
2024-05-08T02,PJM,"PJM Interconnection, LLC",D,Demand,95348,megawatthours
2024-05-08T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77990,megawatthours
2024-05-08T01,PJM,"PJM Interconnection, LLC",D,Demand,98314,megawatthours
2024-05-08T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79256,megawatthours
2024-05-08T00,PJM,"PJM Interconnection, LLC",D,Demand,98985,megawatthours
2024-05-07T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79902,megawatthours
2024-05-07T23,PJM,"PJM Interconnection, LLC",D,Demand,100051,megawatthours
2024-05-07T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79852,megawatthours
2024-05-07T22,PJM,"PJM Interconnection, LLC",D,Demand,99934,megawatthours
2024-05-07T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,79163,megawatthours
2024-05-07T21,PJM,"PJM Interconnection, LLC",D,Demand,98329,megawatthours
2024-05-07T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78664,megawatthours
2024-05-07T20,PJM,"PJM Interconnection, LLC",D,Demand,96517,megawatthours
2024-05-07T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78104,megawatthours
2024-05-07T19,PJM,"PJM Interconnection, LLC",D,Demand,95150,megawatthours
2024-05-07T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76490,megawatthours
2024-05-07T18,PJM,"PJM Interconnection, LLC",D,Demand,93327,megawatthours
2024-05-07T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74992,megawatthours
2024-05-07T17,PJM,"PJM Interconnection, LLC",D,Demand,91016,megawatthours
2024-05-07T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73594,megawatthours
2024-05-07T16,PJM,"PJM Interconnection, LLC",D,Demand,89015,megawatthours
2024-05-07T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72347,megawatthours
2024-05-07T15,PJM,"PJM Interconnection, LLC",D,Demand,87158,megawatthours
2024-05-07T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71132,megawatthours
2024-05-07T14,PJM,"PJM Interconnection, LLC",D,Demand,86034,megawatthours
2024-05-07T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69814,megawatthours
2024-05-07T13,PJM,"PJM Interconnection, LLC",D,Demand,84859,megawatthours
2024-05-07T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67078,megawatthours
2024-05-07T12,PJM,"PJM Interconnection, LLC",D,Demand,82774,megawatthours
2024-05-07T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63560,megawatthours
2024-05-07T11,PJM,"PJM Interconnection, LLC",D,Demand,79044,megawatthours
2024-05-07T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61795,megawatthours
2024-05-07T10,PJM,"PJM Interconnection, LLC",D,Demand,75413,megawatthours
2024-05-07T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60334,megawatthours
2024-05-07T09,PJM,"PJM Interconnection, LLC",D,Demand,72359,megawatthours
2024-05-07T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60683,megawatthours
2024-05-07T08,PJM,"PJM Interconnection, LLC",D,Demand,71591,megawatthours
2024-05-07T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61617,megawatthours
2024-05-07T07,PJM,"PJM Interconnection, LLC",D,Demand,72031,megawatthours
2024-05-07T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63218,megawatthours
2024-05-07T06,PJM,"PJM Interconnection, LLC",D,Demand,73739,megawatthours
2024-05-07T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66242,megawatthours
2024-05-07T05,PJM,"PJM Interconnection, LLC",D,Demand,75892,megawatthours
2024-05-07T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69621,megawatthours
2024-05-07T04,PJM,"PJM Interconnection, LLC",D,Demand,79978,megawatthours
2024-05-07T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73291,megawatthours
2024-05-07T03,PJM,"PJM Interconnection, LLC",D,Demand,84421,megawatthours
2024-05-07T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75915,megawatthours
2024-05-07T02,PJM,"PJM Interconnection, LLC",D,Demand,89377,megawatthours
2024-05-07T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76109,megawatthours
2024-05-07T01,PJM,"PJM Interconnection, LLC",D,Demand,91900,megawatthours
2024-05-07T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76999,megawatthours
2024-05-07T00,PJM,"PJM Interconnection, LLC",D,Demand,91664,megawatthours
2024-05-06T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77281,megawatthours
2024-05-06T23,PJM,"PJM Interconnection, LLC",D,Demand,92368,megawatthours
2024-05-06T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77064,megawatthours
2024-05-06T22,PJM,"PJM Interconnection, LLC",D,Demand,92314,megawatthours
2024-05-06T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76432,megawatthours
2024-05-06T21,PJM,"PJM Interconnection, LLC",D,Demand,91483,megawatthours
2024-05-06T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75801,megawatthours
2024-05-06T20,PJM,"PJM Interconnection, LLC",D,Demand,90365,megawatthours
2024-05-06T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75213,megawatthours
2024-05-06T19,PJM,"PJM Interconnection, LLC",D,Demand,89637,megawatthours
2024-05-06T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74022,megawatthours
2024-05-06T18,PJM,"PJM Interconnection, LLC",D,Demand,89139,megawatthours
2024-05-06T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72324,megawatthours
2024-05-06T17,PJM,"PJM Interconnection, LLC",D,Demand,88255,megawatthours
2024-05-06T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70820,megawatthours
2024-05-06T16,PJM,"PJM Interconnection, LLC",D,Demand,87343,megawatthours
2024-05-06T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69573,megawatthours
2024-05-06T15,PJM,"PJM Interconnection, LLC",D,Demand,86306,megawatthours
2024-05-06T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68348,megawatthours
2024-05-06T14,PJM,"PJM Interconnection, LLC",D,Demand,85576,megawatthours
2024-05-06T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66835,megawatthours
2024-05-06T13,PJM,"PJM Interconnection, LLC",D,Demand,84256,megawatthours
2024-05-06T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64151,megawatthours
2024-05-06T12,PJM,"PJM Interconnection, LLC",D,Demand,82057,megawatthours
2024-05-06T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60544,megawatthours
2024-05-06T11,PJM,"PJM Interconnection, LLC",D,Demand,77959,megawatthours
2024-05-06T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58210,megawatthours
2024-05-06T10,PJM,"PJM Interconnection, LLC",D,Demand,72941,megawatthours
2024-05-06T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56632,megawatthours
2024-05-06T09,PJM,"PJM Interconnection, LLC",D,Demand,70267,megawatthours
2024-05-06T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56658,megawatthours
2024-05-06T08,PJM,"PJM Interconnection, LLC",D,Demand,69244,megawatthours
2024-05-06T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57487,megawatthours
2024-05-06T07,PJM,"PJM Interconnection, LLC",D,Demand,69588,megawatthours
2024-05-06T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58932,megawatthours
2024-05-06T06,PJM,"PJM Interconnection, LLC",D,Demand,70644,megawatthours
2024-05-06T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60788,megawatthours
2024-05-06T05,PJM,"PJM Interconnection, LLC",D,Demand,72553,megawatthours
2024-05-06T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63624,megawatthours
2024-05-06T04,PJM,"PJM Interconnection, LLC",D,Demand,75356,megawatthours
2024-05-06T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67222,megawatthours
2024-05-06T03,PJM,"PJM Interconnection, LLC",D,Demand,79072,megawatthours
2024-05-06T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69171,megawatthours
2024-05-06T02,PJM,"PJM Interconnection, LLC",D,Demand,83392,megawatthours
2024-05-06T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68374,megawatthours
2024-05-06T01,PJM,"PJM Interconnection, LLC",D,Demand,85343,megawatthours
2024-05-06T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68376,megawatthours
2024-05-06T00,PJM,"PJM Interconnection, LLC",D,Demand,85327,megawatthours
2024-05-05T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68054,megawatthours
2024-05-05T23,PJM,"PJM Interconnection, LLC",D,Demand,85398,megawatthours
2024-05-05T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67263,megawatthours
2024-05-05T22,PJM,"PJM Interconnection, LLC",D,Demand,84890,megawatthours
2024-05-05T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66155,megawatthours
2024-05-05T21,PJM,"PJM Interconnection, LLC",D,Demand,83438,megawatthours
2024-05-05T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65591,megawatthours
2024-05-05T20,PJM,"PJM Interconnection, LLC",D,Demand,81662,megawatthours
2024-05-05T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64967,megawatthours
2024-05-05T19,PJM,"PJM Interconnection, LLC",D,Demand,80600,megawatthours
2024-05-05T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63943,megawatthours
2024-05-05T18,PJM,"PJM Interconnection, LLC",D,Demand,79734,megawatthours
2024-05-05T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62958,megawatthours
2024-05-05T17,PJM,"PJM Interconnection, LLC",D,Demand,78961,megawatthours
2024-05-05T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61922,megawatthours
2024-05-05T16,PJM,"PJM Interconnection, LLC",D,Demand,77726,megawatthours
2024-05-05T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60679,megawatthours
2024-05-05T15,PJM,"PJM Interconnection, LLC",D,Demand,76342,megawatthours
2024-05-05T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58937,megawatthours
2024-05-05T14,PJM,"PJM Interconnection, LLC",D,Demand,75404,megawatthours
2024-05-05T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57138,megawatthours
2024-05-05T13,PJM,"PJM Interconnection, LLC",D,Demand,73140,megawatthours
2024-05-05T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55879,megawatthours
2024-05-05T12,PJM,"PJM Interconnection, LLC",D,Demand,69791,megawatthours
2024-05-05T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55869,megawatthours
2024-05-05T11,PJM,"PJM Interconnection, LLC",D,Demand,67858,megawatthours
2024-05-05T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55430,megawatthours
2024-05-05T10,PJM,"PJM Interconnection, LLC",D,Demand,67009,megawatthours
2024-05-05T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55605,megawatthours
2024-05-05T09,PJM,"PJM Interconnection, LLC",D,Demand,66714,megawatthours
2024-05-05T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56272,megawatthours
2024-05-05T08,PJM,"PJM Interconnection, LLC",D,Demand,66901,megawatthours
2024-05-05T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57258,megawatthours
2024-05-05T07,PJM,"PJM Interconnection, LLC",D,Demand,68047,megawatthours
2024-05-05T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58363,megawatthours
2024-05-05T06,PJM,"PJM Interconnection, LLC",D,Demand,69865,megawatthours
2024-05-05T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61023,megawatthours
2024-05-05T05,PJM,"PJM Interconnection, LLC",D,Demand,72191,megawatthours
2024-05-05T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64442,megawatthours
2024-05-05T04,PJM,"PJM Interconnection, LLC",D,Demand,74689,megawatthours
2024-05-05T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67914,megawatthours
2024-05-05T03,PJM,"PJM Interconnection, LLC",D,Demand,77544,megawatthours
2024-05-05T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69660,megawatthours
2024-05-05T02,PJM,"PJM Interconnection, LLC",D,Demand,80397,megawatthours
2024-05-05T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70293,megawatthours
2024-05-05T01,PJM,"PJM Interconnection, LLC",D,Demand,82082,megawatthours
2024-05-05T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71325,megawatthours
2024-05-05T00,PJM,"PJM Interconnection, LLC",D,Demand,82101,megawatthours
2024-05-04T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72162,megawatthours
2024-05-04T23,PJM,"PJM Interconnection, LLC",D,Demand,82541,megawatthours
2024-05-04T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72362,megawatthours
2024-05-04T22,PJM,"PJM Interconnection, LLC",D,Demand,82419,megawatthours
2024-05-04T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71882,megawatthours
2024-05-04T21,PJM,"PJM Interconnection, LLC",D,Demand,81464,megawatthours
2024-05-04T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71220,megawatthours
2024-05-04T20,PJM,"PJM Interconnection, LLC",D,Demand,80373,megawatthours
2024-05-04T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70068,megawatthours
2024-05-04T19,PJM,"PJM Interconnection, LLC",D,Demand,79723,megawatthours
2024-05-04T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68672,megawatthours
2024-05-04T18,PJM,"PJM Interconnection, LLC",D,Demand,79321,megawatthours
2024-05-04T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67239,megawatthours
2024-05-04T17,PJM,"PJM Interconnection, LLC",D,Demand,79107,megawatthours
2024-05-04T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65578,megawatthours
2024-05-04T16,PJM,"PJM Interconnection, LLC",D,Demand,78578,megawatthours
2024-05-04T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63816,megawatthours
2024-05-04T15,PJM,"PJM Interconnection, LLC",D,Demand,77725,megawatthours
2024-05-04T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61431,megawatthours
2024-05-04T14,PJM,"PJM Interconnection, LLC",D,Demand,76573,megawatthours
2024-05-04T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58831,megawatthours
2024-05-04T13,PJM,"PJM Interconnection, LLC",D,Demand,74702,megawatthours
2024-05-04T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56740,megawatthours
2024-05-04T12,PJM,"PJM Interconnection, LLC",D,Demand,71569,megawatthours
2024-05-04T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56738,megawatthours
2024-05-04T11,PJM,"PJM Interconnection, LLC",D,Demand,69680,megawatthours
2024-05-04T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56421,megawatthours
2024-05-04T10,PJM,"PJM Interconnection, LLC",D,Demand,68032,megawatthours
2024-05-04T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56656,megawatthours
2024-05-04T09,PJM,"PJM Interconnection, LLC",D,Demand,67294,megawatthours
2024-05-04T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57104,megawatthours
2024-05-04T08,PJM,"PJM Interconnection, LLC",D,Demand,67407,megawatthours
2024-05-04T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58299,megawatthours
2024-05-04T07,PJM,"PJM Interconnection, LLC",D,Demand,68573,megawatthours
2024-05-04T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59789,megawatthours
2024-05-04T06,PJM,"PJM Interconnection, LLC",D,Demand,70193,megawatthours
2024-05-04T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61743,megawatthours
2024-05-04T05,PJM,"PJM Interconnection, LLC",D,Demand,72914,megawatthours
2024-05-04T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64771,megawatthours
2024-05-04T04,PJM,"PJM Interconnection, LLC",D,Demand,76310,megawatthours
2024-05-04T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68220,megawatthours
2024-05-04T03,PJM,"PJM Interconnection, LLC",D,Demand,80117,megawatthours
2024-05-04T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70423,megawatthours
2024-05-04T02,PJM,"PJM Interconnection, LLC",D,Demand,84468,megawatthours
2024-05-04T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70647,megawatthours
2024-05-04T01,PJM,"PJM Interconnection, LLC",D,Demand,86840,megawatthours
2024-05-04T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71533,megawatthours
2024-05-04T00,PJM,"PJM Interconnection, LLC",D,Demand,87316,megawatthours
2024-05-03T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71880,megawatthours
2024-05-03T23,PJM,"PJM Interconnection, LLC",D,Demand,89243,megawatthours
2024-05-03T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71626,megawatthours
2024-05-03T22,PJM,"PJM Interconnection, LLC",D,Demand,90700,megawatthours
2024-05-03T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70932,megawatthours
2024-05-03T21,PJM,"PJM Interconnection, LLC",D,Demand,90937,megawatthours
2024-05-03T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70454,megawatthours
2024-05-03T20,PJM,"PJM Interconnection, LLC",D,Demand,90385,megawatthours
2024-05-03T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70499,megawatthours
2024-05-03T19,PJM,"PJM Interconnection, LLC",D,Demand,90510,megawatthours
2024-05-03T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70259,megawatthours
2024-05-03T18,PJM,"PJM Interconnection, LLC",D,Demand,90271,megawatthours
2024-05-03T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70169,megawatthours
2024-05-03T17,PJM,"PJM Interconnection, LLC",D,Demand,89039,megawatthours
2024-05-03T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70180,megawatthours
2024-05-03T16,PJM,"PJM Interconnection, LLC",D,Demand,88298,megawatthours
2024-05-03T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69722,megawatthours
2024-05-03T15,PJM,"PJM Interconnection, LLC",D,Demand,87044,megawatthours
2024-05-03T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69226,megawatthours
2024-05-03T14,PJM,"PJM Interconnection, LLC",D,Demand,85933,megawatthours
2024-05-03T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68232,megawatthours
2024-05-03T13,PJM,"PJM Interconnection, LLC",D,Demand,84289,megawatthours
2024-05-03T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65990,megawatthours
2024-05-03T12,PJM,"PJM Interconnection, LLC",D,Demand,81762,megawatthours
2024-05-03T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62777,megawatthours
2024-05-03T11,PJM,"PJM Interconnection, LLC",D,Demand,78373,megawatthours
2024-05-03T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61421,megawatthours
2024-05-03T10,PJM,"PJM Interconnection, LLC",D,Demand,74907,megawatthours
2024-05-03T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60966,megawatthours
2024-05-03T09,PJM,"PJM Interconnection, LLC",D,Demand,72786,megawatthours
2024-05-03T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61176,megawatthours
2024-05-03T08,PJM,"PJM Interconnection, LLC",D,Demand,72776,megawatthours
2024-05-03T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62305,megawatthours
2024-05-03T07,PJM,"PJM Interconnection, LLC",D,Demand,74428,megawatthours
2024-05-03T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63398,megawatthours
2024-05-03T06,PJM,"PJM Interconnection, LLC",D,Demand,76891,megawatthours
2024-05-03T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65892,megawatthours
2024-05-03T05,PJM,"PJM Interconnection, LLC",D,Demand,80581,megawatthours
