period,respondent,respondent-name,type,type-name,value,value-units
2024-03-06T00,PJM,"PJM Interconnection, LLC",D,Demand,91476,megawatthours
2024-03-05T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68227,megawatthours
2024-03-05T23,PJM,"PJM Interconnection, LLC",D,Demand,89229,megawatthours
2024-03-05T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67587,megawatthours
2024-03-05T22,PJM,"PJM Interconnection, LLC",D,Demand,87349,megawatthours
2024-03-05T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67804,megawatthours
2024-03-05T21,PJM,"PJM Interconnection, LLC",D,Demand,87109,megawatthours
2024-03-05T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68532,megawatthours
2024-03-05T20,PJM,"PJM Interconnection, LLC",D,Demand,87453,megawatthours
2024-03-05T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68941,megawatthours
2024-03-05T19,PJM,"PJM Interconnection, LLC",D,Demand,88261,megawatthours
2024-03-05T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69244,megawatthours
2024-03-05T18,PJM,"PJM Interconnection, LLC",D,Demand,88392,megawatthours
2024-03-05T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69285,megawatthours
2024-03-05T17,PJM,"PJM Interconnection, LLC",D,Demand,88463,megawatthours
2024-03-05T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69175,megawatthours
2024-03-05T16,PJM,"PJM Interconnection, LLC",D,Demand,88695,megawatthours
2024-03-05T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69042,megawatthours
2024-03-05T15,PJM,"PJM Interconnection, LLC",D,Demand,88987,megawatthours
2024-03-05T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68762,megawatthours
2024-03-05T14,PJM,"PJM Interconnection, LLC",D,Demand,88825,megawatthours
2024-03-05T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67014,megawatthours
2024-03-05T13,PJM,"PJM Interconnection, LLC",D,Demand,87929,megawatthours
2024-03-05T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62491,megawatthours
2024-03-05T12,PJM,"PJM Interconnection, LLC",D,Demand,83837,megawatthours
2024-03-05T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59578,megawatthours
2024-03-05T11,PJM,"PJM Interconnection, LLC",D,Demand,76809,megawatthours
2024-03-05T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58795,megawatthours
2024-03-05T10,PJM,"PJM Interconnection, LLC",D,Demand,74188,megawatthours
2024-03-05T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58664,megawatthours
2024-03-05T09,PJM,"PJM Interconnection, LLC",D,Demand,73293,megawatthours
2024-03-05T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59105,megawatthours
2024-03-05T08,PJM,"PJM Interconnection, LLC",D,Demand,73204,megawatthours
2024-03-05T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60342,megawatthours
2024-03-05T07,PJM,"PJM Interconnection, LLC",D,Demand,73976,megawatthours
2024-03-05T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62280,megawatthours
2024-03-05T06,PJM,"PJM Interconnection, LLC",D,Demand,75518,megawatthours
2024-03-05T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64545,megawatthours
2024-03-05T05,PJM,"PJM Interconnection, LLC",D,Demand,78153,megawatthours
2024-03-05T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67042,megawatthours
2024-03-05T04,PJM,"PJM Interconnection, LLC",D,Demand,80324,megawatthours
2024-03-05T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69930,megawatthours
2024-03-05T03,PJM,"PJM Interconnection, LLC",D,Demand,84367,megawatthours
2024-03-05T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71698,megawatthours
2024-03-05T02,PJM,"PJM Interconnection, LLC",D,Demand,87840,megawatthours
2024-03-05T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72537,megawatthours
2024-03-05T01,PJM,"PJM Interconnection, LLC",D,Demand,89892,megawatthours
2024-03-05T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70801,megawatthours
2024-03-05T00,PJM,"PJM Interconnection, LLC",D,Demand,89439,megawatthours
2024-03-04T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69658,megawatthours
2024-03-04T23,PJM,"PJM Interconnection, LLC",D,Demand,86844,megawatthours
2024-03-04T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69401,megawatthours
2024-03-04T22,PJM,"PJM Interconnection, LLC",D,Demand,84973,megawatthours
2024-03-04T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69857,megawatthours
2024-03-04T21,PJM,"PJM Interconnection, LLC",D,Demand,84347,megawatthours
2024-03-04T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70349,megawatthours
2024-03-04T20,PJM,"PJM Interconnection, LLC",D,Demand,84340,megawatthours
2024-03-04T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70285,megawatthours
2024-03-04T19,PJM,"PJM Interconnection, LLC",D,Demand,84290,megawatthours
2024-03-04T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70041,megawatthours
2024-03-04T18,PJM,"PJM Interconnection, LLC",D,Demand,83771,megawatthours
2024-03-04T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69829,megawatthours
2024-03-04T17,PJM,"PJM Interconnection, LLC",D,Demand,83855,megawatthours
2024-03-04T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69385,megawatthours
2024-03-04T16,PJM,"PJM Interconnection, LLC",D,Demand,84656,megawatthours
2024-03-04T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69046,megawatthours
2024-03-04T15,PJM,"PJM Interconnection, LLC",D,Demand,86197,megawatthours
2024-03-04T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68471,megawatthours
2024-03-04T14,PJM,"PJM Interconnection, LLC",D,Demand,87786,megawatthours
2024-03-04T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66253,megawatthours
2024-03-04T13,PJM,"PJM Interconnection, LLC",D,Demand,87682,megawatthours
2024-03-04T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61556,megawatthours
2024-03-04T12,PJM,"PJM Interconnection, LLC",D,Demand,83988,megawatthours
2024-03-04T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58013,megawatthours
2024-03-04T11,PJM,"PJM Interconnection, LLC",D,Demand,77055,megawatthours
2024-03-04T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56310,megawatthours
2024-03-04T10,PJM,"PJM Interconnection, LLC",D,Demand,73915,megawatthours
2024-03-04T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55824,megawatthours
2024-03-04T09,PJM,"PJM Interconnection, LLC",D,Demand,72792,megawatthours
2024-03-04T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56123,megawatthours
2024-03-04T08,PJM,"PJM Interconnection, LLC",D,Demand,72374,megawatthours
2024-03-04T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57371,megawatthours
2024-03-04T07,PJM,"PJM Interconnection, LLC",D,Demand,72918,megawatthours
2024-03-04T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58838,megawatthours
2024-03-04T06,PJM,"PJM Interconnection, LLC",D,Demand,73951,megawatthours
2024-03-04T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60829,megawatthours
2024-03-04T05,PJM,"PJM Interconnection, LLC",D,Demand,75904,megawatthours
2024-03-04T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63215,megawatthours
2024-03-04T04,PJM,"PJM Interconnection, LLC",D,Demand,77752,megawatthours
2024-03-04T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65414,megawatthours
2024-03-04T03,PJM,"PJM Interconnection, LLC",D,Demand,80423,megawatthours
2024-03-04T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66861,megawatthours
2024-03-04T02,PJM,"PJM Interconnection, LLC",D,Demand,83032,megawatthours
2024-03-04T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66853,megawatthours
2024-03-04T01,PJM,"PJM Interconnection, LLC",D,Demand,84312,megawatthours
2024-03-04T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64751,megawatthours
2024-03-04T00,PJM,"PJM Interconnection, LLC",D,Demand,82759,megawatthours
2024-03-03T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62681,megawatthours
2024-03-03T23,PJM,"PJM Interconnection, LLC",D,Demand,79247,megawatthours
2024-03-03T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61296,megawatthours
2024-03-03T22,PJM,"PJM Interconnection, LLC",D,Demand,76922,megawatthours
2024-03-03T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60566,megawatthours
2024-03-03T21,PJM,"PJM Interconnection, LLC",D,Demand,75651,megawatthours
2024-03-03T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60443,megawatthours
2024-03-03T20,PJM,"PJM Interconnection, LLC",D,Demand,74850,megawatthours
2024-03-03T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60684,megawatthours
2024-03-03T19,PJM,"PJM Interconnection, LLC",D,Demand,74784,megawatthours
2024-03-03T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60552,megawatthours
2024-03-03T18,PJM,"PJM Interconnection, LLC",D,Demand,75338,megawatthours
2024-03-03T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60428,megawatthours
2024-03-03T17,PJM,"PJM Interconnection, LLC",D,Demand,75905,megawatthours
2024-03-03T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60569,megawatthours
2024-03-03T16,PJM,"PJM Interconnection, LLC",D,Demand,76983,megawatthours
2024-03-03T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60390,megawatthours
2024-03-03T15,PJM,"PJM Interconnection, LLC",D,Demand,77679,megawatthours
2024-03-03T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59571,megawatthours
2024-03-03T14,PJM,"PJM Interconnection, LLC",D,Demand,78230,megawatthours
2024-03-03T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58527,megawatthours
2024-03-03T13,PJM,"PJM Interconnection, LLC",D,Demand,78194,megawatthours
2024-03-03T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57150,megawatthours
2024-03-03T12,PJM,"PJM Interconnection, LLC",D,Demand,77157,megawatthours
2024-03-03T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56537,megawatthours
2024-03-03T11,PJM,"PJM Interconnection, LLC",D,Demand,76057,megawatthours
2024-03-03T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56544,megawatthours
2024-03-03T10,PJM,"PJM Interconnection, LLC",D,Demand,75121,megawatthours
2024-03-03T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,56906,megawatthours
2024-03-03T09,PJM,"PJM Interconnection, LLC",D,Demand,74608,megawatthours
2024-03-03T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57504,megawatthours
2024-03-03T08,PJM,"PJM Interconnection, LLC",D,Demand,74966,megawatthours
2024-03-03T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58355,megawatthours
2024-03-03T07,PJM,"PJM Interconnection, LLC",D,Demand,75759,megawatthours
2024-03-03T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59430,megawatthours
2024-03-03T06,PJM,"PJM Interconnection, LLC",D,Demand,77360,megawatthours
2024-03-03T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61227,megawatthours
2024-03-03T05,PJM,"PJM Interconnection, LLC",D,Demand,80483,megawatthours
2024-03-03T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62875,megawatthours
2024-03-03T04,PJM,"PJM Interconnection, LLC",D,Demand,82845,megawatthours
2024-03-03T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64055,megawatthours
2024-03-03T03,PJM,"PJM Interconnection, LLC",D,Demand,84753,megawatthours
2024-03-03T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65125,megawatthours
2024-03-03T02,PJM,"PJM Interconnection, LLC",D,Demand,85355,megawatthours
2024-03-03T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65248,megawatthours
2024-03-03T01,PJM,"PJM Interconnection, LLC",D,Demand,86767,megawatthours
2024-03-03T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63315,megawatthours
2024-03-03T00,PJM,"PJM Interconnection, LLC",D,Demand,86479,megawatthours
2024-03-02T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61858,megawatthours
2024-03-02T23,PJM,"PJM Interconnection, LLC",D,Demand,84759,megawatthours
2024-03-02T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60583,megawatthours
2024-03-02T22,PJM,"PJM Interconnection, LLC",D,Demand,83796,megawatthours
2024-03-02T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60166,megawatthours
2024-03-02T21,PJM,"PJM Interconnection, LLC",D,Demand,84139,megawatthours
2024-03-02T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60623,megawatthours
2024-03-02T20,PJM,"PJM Interconnection, LLC",D,Demand,85052,megawatthours
2024-03-02T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61791,megawatthours
2024-03-02T19,PJM,"PJM Interconnection, LLC",D,Demand,86025,megawatthours
2024-03-02T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62880,megawatthours
2024-03-02T18,PJM,"PJM Interconnection, LLC",D,Demand,86587,megawatthours
2024-03-02T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64278,megawatthours
2024-03-02T17,PJM,"PJM Interconnection, LLC",D,Demand,87633,megawatthours
2024-03-02T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65334,megawatthours
2024-03-02T16,PJM,"PJM Interconnection, LLC",D,Demand,88505,megawatthours
2024-03-02T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66128,megawatthours
2024-03-02T15,PJM,"PJM Interconnection, LLC",D,Demand,88437,megawatthours
2024-03-02T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65654,megawatthours
2024-03-02T14,PJM,"PJM Interconnection, LLC",D,Demand,86910,megawatthours
2024-03-02T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64357,megawatthours
2024-03-02T13,PJM,"PJM Interconnection, LLC",D,Demand,84131,megawatthours
2024-03-02T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62479,megawatthours
2024-03-02T12,PJM,"PJM Interconnection, LLC",D,Demand,81895,megawatthours
2024-03-02T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61280,megawatthours
2024-03-02T11,PJM,"PJM Interconnection, LLC",D,Demand,80047,megawatthours
2024-03-02T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60947,megawatthours
2024-03-02T10,PJM,"PJM Interconnection, LLC",D,Demand,79668,megawatthours
2024-03-02T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61010,megawatthours
2024-03-02T09,PJM,"PJM Interconnection, LLC",D,Demand,79454,megawatthours
2024-03-02T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61446,megawatthours
2024-03-02T08,PJM,"PJM Interconnection, LLC",D,Demand,80159,megawatthours
2024-03-02T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,62470,megawatthours
2024-03-02T07,PJM,"PJM Interconnection, LLC",D,Demand,81432,megawatthours
2024-03-02T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,63853,megawatthours
2024-03-02T06,PJM,"PJM Interconnection, LLC",D,Demand,83615,megawatthours
2024-03-02T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65690,megawatthours
2024-03-02T05,PJM,"PJM Interconnection, LLC",D,Demand,86135,megawatthours
2024-03-02T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,67582,megawatthours
2024-03-02T04,PJM,"PJM Interconnection, LLC",D,Demand,88708,megawatthours
2024-03-02T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69751,megawatthours
2024-03-02T03,PJM,"PJM Interconnection, LLC",D,Demand,91838,megawatthours
2024-03-02T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71085,megawatthours
2024-03-02T02,PJM,"PJM Interconnection, LLC",D,Demand,94495,megawatthours
2024-03-02T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71223,megawatthours
2024-03-02T01,PJM,"PJM Interconnection, LLC",D,Demand,96205,megawatthours
2024-03-02T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69721,megawatthours
2024-03-02T00,PJM,"PJM Interconnection, LLC",D,Demand,96799,megawatthours
2024-03-01T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68443,megawatthours
2024-03-01T23,PJM,"PJM Interconnection, LLC",D,Demand,94711,megawatthours
2024-03-01T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68032,megawatthours
2024-03-01T22,PJM,"PJM Interconnection, LLC",D,Demand,92344,megawatthours
2024-03-01T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68587,megawatthours
2024-03-01T21,PJM,"PJM Interconnection, LLC",D,Demand,90930,megawatthours
2024-03-01T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69754,megawatthours
2024-03-01T20,PJM,"PJM Interconnection, LLC",D,Demand,90102,megawatthours
2024-03-01T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70844,megawatthours
2024-03-01T19,PJM,"PJM Interconnection, LLC",D,Demand,90362,megawatthours
2024-03-01T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71829,megawatthours
2024-03-01T18,PJM,"PJM Interconnection, LLC",D,Demand,91021,megawatthours
2024-03-01T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73334,megawatthours
2024-03-01T17,PJM,"PJM Interconnection, LLC",D,Demand,92459,megawatthours
2024-03-01T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74359,megawatthours
2024-03-01T16,PJM,"PJM Interconnection, LLC",D,Demand,94522,megawatthours
2024-03-01T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75427,megawatthours
2024-03-01T15,PJM,"PJM Interconnection, LLC",D,Demand,97710,megawatthours
2024-03-01T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76167,megawatthours
2024-03-01T14,PJM,"PJM Interconnection, LLC",D,Demand,102159,megawatthours
2024-03-01T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74662,megawatthours
2024-03-01T13,PJM,"PJM Interconnection, LLC",D,Demand,106217,megawatthours
2024-03-01T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70245,megawatthours
2024-03-01T12,PJM,"PJM Interconnection, LLC",D,Demand,104232,megawatthours
2024-03-01T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66886,megawatthours
2024-03-01T11,PJM,"PJM Interconnection, LLC",D,Demand,97052,megawatthours
2024-03-01T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65883,megawatthours
2024-03-01T10,PJM,"PJM Interconnection, LLC",D,Demand,92569,megawatthours
2024-03-01T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65586,megawatthours
2024-03-01T09,PJM,"PJM Interconnection, LLC",D,Demand,90685,megawatthours
2024-03-01T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,65909,megawatthours
2024-03-01T08,PJM,"PJM Interconnection, LLC",D,Demand,90276,megawatthours
2024-03-01T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,66772,megawatthours
2024-03-01T07,PJM,"PJM Interconnection, LLC",D,Demand,90397,megawatthours
2024-03-01T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68288,megawatthours
2024-03-01T06,PJM,"PJM Interconnection, LLC",D,Demand,91869,megawatthours
2024-03-01T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70319,megawatthours
2024-03-01T05,PJM,"PJM Interconnection, LLC",D,Demand,94525,megawatthours
2024-03-01T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72904,megawatthours
2024-03-01T04,PJM,"PJM Interconnection, LLC",D,Demand,96488,megawatthours
2024-03-01T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74887,megawatthours
2024-03-01T03,PJM,"PJM Interconnection, LLC",D,Demand,99558,megawatthours
2024-03-01T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76352,megawatthours
2024-03-01T02,PJM,"PJM Interconnection, LLC",D,Demand,101635,megawatthours
2024-03-01T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76180,megawatthours
2024-03-01T01,PJM,"PJM Interconnection, LLC",D,Demand,101953,megawatthours
2024-03-01T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73329,megawatthours
2024-03-01T00,PJM,"PJM Interconnection, LLC",D,Demand,99972,megawatthours
2024-02-29T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70758,megawatthours
2024-02-29T23,PJM,"PJM Interconnection, LLC",D,Demand,95434,megawatthours
2024-02-29T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69504,megawatthours
2024-02-29T22,PJM,"PJM Interconnection, LLC",D,Demand,92882,megawatthours
2024-02-29T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70050,megawatthours
2024-02-29T21,PJM,"PJM Interconnection, LLC",D,Demand,91277,megawatthours
2024-02-29T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,70938,megawatthours
2024-02-29T20,PJM,"PJM Interconnection, LLC",D,Demand,91720,megawatthours
2024-02-29T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72160,megawatthours
2024-02-29T19,PJM,"PJM Interconnection, LLC",D,Demand,93020,megawatthours
2024-02-29T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73555,megawatthours
2024-02-29T18,PJM,"PJM Interconnection, LLC",D,Demand,94363,megawatthours
2024-02-29T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75102,megawatthours
2024-02-29T17,PJM,"PJM Interconnection, LLC",D,Demand,95987,megawatthours
2024-02-29T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76720,megawatthours
2024-02-29T16,PJM,"PJM Interconnection, LLC",D,Demand,97066,megawatthours
2024-02-29T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78429,megawatthours
2024-02-29T15,PJM,"PJM Interconnection, LLC",D,Demand,99657,megawatthours
2024-02-29T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,80141,megawatthours
2024-02-29T14,PJM,"PJM Interconnection, LLC",D,Demand,103547,megawatthours
2024-02-29T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78940,megawatthours
2024-02-29T13,PJM,"PJM Interconnection, LLC",D,Demand,106487,megawatthours
2024-02-29T12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73912,megawatthours
2024-02-29T12,PJM,"PJM Interconnection, LLC",D,Demand,102941,megawatthours
2024-02-29T11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69916,megawatthours
2024-02-29T11,PJM,"PJM Interconnection, LLC",D,Demand,95052,megawatthours
2024-02-29T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68766,megawatthours
2024-02-29T10,PJM,"PJM Interconnection, LLC",D,Demand,90295,megawatthours
2024-02-29T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68641,megawatthours
2024-02-29T09,PJM,"PJM Interconnection, LLC",D,Demand,87925,megawatthours
2024-02-29T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,68865,megawatthours
2024-02-29T08,PJM,"PJM Interconnection, LLC",D,Demand,87399,megawatthours
2024-02-29T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,69636,megawatthours
2024-02-29T07,PJM,"PJM Interconnection, LLC",D,Demand,87245,megawatthours
2024-02-29T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71109,megawatthours
2024-02-29T06,PJM,"PJM Interconnection, LLC",D,Demand,87746,megawatthours
2024-02-29T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72587,megawatthours
2024-02-29T05,PJM,"PJM Interconnection, LLC",D,Demand,89276,megawatthours
2024-02-29T04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75068,megawatthours
2024-02-29T04,PJM,"PJM Interconnection, LLC",D,Demand,91253,megawatthours
2024-02-29T03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,77490,megawatthours
2024-02-29T03,PJM,"PJM Interconnection, LLC",D,Demand,93705,megawatthours
2024-02-29T02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78540,megawatthours
2024-02-29T02,PJM,"PJM Interconnection, LLC",D,Demand,95957,megawatthours
2024-02-29T01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,78615,megawatthours
2024-02-29T01,PJM,"PJM Interconnection, LLC",D,Demand,97042,megawatthours
2024-02-29T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75780,megawatthours
2024-02-29T00,PJM,"PJM Interconnection, LLC",D,Demand,96603,megawatthours
2024-02-28T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73487,megawatthours
2024-02-28T23,PJM,"PJM Interconnection, LLC",D,Demand,94102,megawatthours
2024-02-28T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72309,megawatthours
2024-02-28T22,PJM,"PJM Interconnection, LLC",D,Demand,92013,megawatthours
2024-02-28T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,72638,megawatthours
2024-02-28T21,PJM,"PJM Interconnection, LLC",D,Demand,91135,megawatthours
2024-02-28T20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73410,megawatthours
2024-02-28T20,PJM,"PJM Interconnection, LLC",D,Demand,91078,megawatthours
2024-02-28T19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74189,megawatthours
2024-02-28T19,PJM,"PJM Interconnection, LLC",D,Demand,91323,megawatthours
2024-02-28T18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74724,megawatthours
2024-02-28T18,PJM,"PJM Interconnection, LLC",D,Demand,90982,megawatthours
2024-02-28T17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74862,megawatthours
2024-02-28T17,PJM,"PJM Interconnection, LLC",D,Demand,90605,megawatthours
2024-02-28T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74684,megawatthours
2024-02-28T16,PJM,"PJM Interconnection, LLC",D,Demand,90223,megawatthours
2024-02-28T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74631,megawatthours
2024-02-28T15,PJM,"PJM Interconnection, LLC",D,Demand,89363,megawatthours
2024-02-28T14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,74192,megawatthours
2024-02-28T14,PJM,"PJM Interconnection, LLC",D,Demand,88362,megawatthours
2024-02-28T13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,71469,megawatthours
